City,City/Neighborhood,latitude,longitude,City Park Scores,zipcode,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,2024-07-31.1,2024/08/31,2024/09/30,2024/10/31
Aliso Viejo,Aliso Viejo,33.5684605,-117.7262981,1.95,92656,235916.2206,237809.1575,239227.0865,242073.0676,244633.5548,247316.3372,250211.6452,253166.8417,256218.0708,259464.388,262391.0808,265526.7629,268088.4058,271139.3723,274092.1497,277827.2818,281558.1623,284897.0638,288043.7598,290927.8833,294181.9766,297070.0694,299361.912,301414.0376,303160.9169,305350.9929,307611.4649,310566.3948,313987.233,318050.921,322966.7217,328297.5262,333385.437,338125.5458,342579.1426,347190.6753,351378.0641,355797.7216,360164.4271,365602.5461,371940.6174,377870.2949,383611.4945,389460.1826,396513.0549,404108.1931,411752.1227,418340.2072,425454.2923,434395.0095,446459.9065,459517.3039,474262.3835,489646.6932,503995.3865,514998.705,521417.009,526310.7698,528704.3961,532883.7095,538014.1371,543388.4057,549779.5984,555182.597,561006.0079,564235.3316,568527.5555,573955.5808,580620.4061,586156.6501,589702.585,594309.0297,598318.1871,602810.8958,605718.9693,609059.9349,610955.6595,611862.3755,609314.0527,608101.4968,606073.6867,606250.8699,604431.111,601421.0254,600098.2971,599375.3311,598754.7637,594728.84,589645.9472,585222.0869,579027.6668,571411.291,561479.158,553197.2883,548011.6117,541154.2531,532171.5809,518900.4543,508327.6832,496941.398,486351.8858,475818.9873,468271.0494,461835.3336,457680.609,452177.7262,446029.8755,438903.6849,432585.2539,429399.3095,425295.79,422141.8538,418603.1826,414900.1035,411408.3044,408329.9675,407793.4269,409340.1168,413447.6981,417739.5823,420040.1544,420210.2624,419269.4201,421296.9203,422734.9844,423951.6178,421518.4426,418802.8638,415319.8325,411563.2599,407025.0488,403261.708,400589.7397,399125.4027,397166.8607,394044.536,388922.098,384798.2484,382548.1166,380685.026,377288.3295,373743.4947,372075.4176,372152.5988,371035.9083,368687.4274,364993.6114,362187.0684,360665.5417,360883.3405,361797.294,364089.6537,367562.8934,372545.668,378585.3709,384778.3844,391820.5889,399175.7192,407232.3771,415744.4245,425552.9903,436323.4922,446981.8608,456197.972,464579.8229,472058.3189,478399.4486,483049.5184,486155.5583,489076.6266,492136.1673,495451.7403,498080.3425,499302.0048,499225.3943,498479.3653,499543.7465,501619.0644,505250.8292,508453.0019,510824.0224,511705.6686,511964.7149,511720.3481,511485.1217,511158.2833,512004.1032,512338.7823,511814.4307,510578.1693,509396.953,508273.641,510888.7407,516826.0311,525213.2478,530994.4957,534441.4138,536748.7998,538933.1007,537991.375,534428.8357,529894.8514,528463.662,529638.492,535908.5467,544773.7306,555395.0357,562553.0557,567849.574,571443.3903,574932.2783,578893.5622,584541.1287,591656.2285,598807.4204,605960.2829,611142.8052,613606.5669,613252.296,611993.0158,612048.5157,612622.4406,614005.7765,615935.4361,618676.8435,621529.8166,623420.8916,623913.9557,621036.5095,616119.4917,610752.7573,608012.122,606611.1232,605201.0763,603107.8645,602342.2354,603254.8805,605532.5596,608070.2433,610686.753,612909.8233,614323.572,615751.6762,617988.6452,618714.2199,618255.0752,617049.2736,618921.9929,623890.5701,630954.4544,640179.5901,649589.431,658147.0807,664427.3708,669508.8095,676836.1462,686697.5994,699134.0309,711466.1552,723899.9377,735791.4053,749622.2587,764975.3098,782784.0289,801769.8685,823211.9401,846691.074,870666.2481,889617.1819,900385.3247,899374.7782,891581.054,880772.5396,874202.9079,869607.5802,865533.4191,856952.302,847893.2389,840907.2838,841082.241,846493.4989,856503.5378,868609.7316,882844.2201,897585.6775,911538.3212,921813.9065,926903.7143,929384.5652,932090.1734,939823.1181,950089.554,961943.2,969447.1989,975560.5856,980657.6524,987320.0232,993200.7366,,,,
Anaheim,Anaheim,33.8365932,-117.9143012,1.5,92805,203685.9929,205589.4951,206963.121,209804.1526,212333.4608,215077.0524,217897.1198,220596.4879,223087.4821,225642.3202,227892.6537,230313.2945,232256.4229,234644.1359,236864.4342,239573.2082,242149.6672,244380.4158,246546.8352,248625.4872,251161.1226,253548.3217,255575.7494,257558.3339,259459.3783,261833.6507,264421.5528,267581.1418,271252.5168,275505.5361,280569.6829,285824.4858,290571.473,294780.0052,298723.0746,302977.5422,306965.7218,311141.3977,315250.5912,320197.7612,325852.0315,331036.4232,336170.9495,341576.8913,348090.8474,354937.4179,361680.019,367861.831,373964.0044,381448.2561,390950.8411,401643.0052,413724.4597,426580.6522,438621.0239,448107.1394,454040.7979,459306.577,463030.2388,468461.1535,474796.4235,481167.4338,488908.6728,496379.9859,504839.3592,510842.2784,517428.6054,524563.672,532744.4056,539868.2157,544965.7956,551011.3178,556326.664,562205.9834,566718.9159,571701.9012,575627.5438,578716.9526,578801.8716,579988.9316,579981.3981,581205.2986,579880.6461,577280.5716,576559.2337,576596.2328,577092.5643,574300.0628,569998.8041,565780.9097,559420.3787,551535.0998,540995.2263,532184.4369,526106.855,518224.8604,508141.3988,494006.4973,482717.3686,469896.0223,457317.6368,443714.0797,432156.676,421897.5833,413972.1981,405219.4355,395758.6338,385684.8576,377326.962,372624.2786,368177.254,364769.3899,361442.5461,358167.1389,355645.5347,353588.9709,353710.0008,355479.7519,359535.4641,363490.5368,365519.6406,365746.9873,365246.4273,367621.0487,369304.0622,370590.8617,368886.4913,366917.7366,364727.7132,362097.8777,359233.5518,356782.3237,355563.985,355017.886,353820.492,351705.8451,348018.5686,345554.139,344581.4571,343681.2716,341377.9743,339169.8142,338575.0269,339296.0236,338680.6845,337221.2222,334979.8734,333419.6204,332772.9497,333136.4595,334838.8381,338093.3337,343135.2522,349058.2709,355664.0525,361974.2147,367961.3507,372900.1321,377118.1818,381326.9121,387097.4277,393941.8197,401067.577,407712.5944,414479.3707,420852.1808,426541.6497,430809.8142,433969.8951,436111.8045,437989.0031,440156.1292,442290.6227,444041.7095,445710.9508,447569.4193,450767.3719,454074.7355,457839.9012,461144.6494,464332.5549,466935.7819,468972.188,470345.8136,471535.3017,472937.3465,475292.8176,475970.4939,475122.345,471943.4269,468406.8516,464532.4072,466588.5132,473965.8448,484648.5648,492438.3485,497539.3678,501821.0581,505849.9724,505842.1081,501789.4361,495636.4414,492672.4437,492941.0668,498937.7975,508281.3426,520070.3876,527927.4228,533476.234,536994.1654,540402.2241,544777.9491,551171.1892,559303.7667,567010.8257,574937.1013,580543.6778,583113.8436,581851.4598,579658.7233,578992.2275,579414.7294,579964.134,582125.8653,585316.7081,590313.6304,594074.1346,596084.7492,593717.1474,588868.5572,584060.8232,582813.2045,583610.0949,584967.1519,586357.803,589139.9696,593441.5687,598679.1022,603653.9593,608168.527,611391.2338,613566.2233,615896.5971,618839.0897,620086.9431,619152.327,618334.6197,621528.1446,629333.8702,639943.3695,651974.5454,664029.8168,673583.308,681117.2921,686506.1584,693621.1337,702104.2769,712317.5897,720550.7812,725832.894,729020.6361,734376.129,742733.9228,753626.7833,767357.5837,783862.5894,802018.3105,818744.7704,830653.1413,837163.3366,836637.771,832718.6029,827131.2856,823337.3767,819411.4365,814545.8065,806117.0043,797639.8202,791904.3245,793033.6261,798972.2603,807301.905,816585.7208,827275.7707,838459.883,847980.029,855452.8061,860740.1368,863980.9459,865717.577,869412.6602,876525.2916,885329.7921,891646.5359,896605.7684,900455.5273,905084.1058,909099.5758,,,,
Anaheim,Anaheim Hills,33.8508021,-117.7490656,1.5,92807,286810.1811,289358.9639,291021.9885,294484.1148,297188.0274,300186.0073,303197.7436,306393.8435,309519.116,312993.8477,315946.7467,319036.8541,321387.3259,324477.4308,327403.3665,331018.0338,334375.6719,337137.493,339824.5867,342271.8687,345367.194,348161.7682,350444.1265,352379.3098,354040.3856,356395.3834,359160.6272,362962.0518,367468.3037,372893.8437,379238.2683,385930.3899,391966.4204,397369.9871,402426.2236,407841.9893,412680.3386,417668.4616,422552.1706,428533.5142,435121.014,440940.3168,446698.7365,453118.9361,461165.7678,469803.5805,478151.2909,484795.0107,491994.9547,501340.844,514425.6761,528574.5753,544266.4286,561008.4105,576317.0113,588007.1963,594655.6007,600183.3785,603585.5284,608968.5578,615212.3875,621521.6018,629540.7295,637185.8462,645752.9119,650893.1195,656941.9731,663725.6684,672041.7016,678974.3654,683542.7781,689734.8978,695222.2474,701622.3202,705833.2199,710923.4275,714654.3836,717302.2517,716174.1591,716426.1849,715170.3394,715059.5445,711906.7851,707724.8737,705502.1841,703786.7286,702090.9927,697017.704,690437.5074,684559.2743,676457.9146,667249.4327,655273.1503,645785.7263,639800.4964,632232.6025,622047.3591,607697.8193,596343.807,584016.7983,573963.2665,565325.3263,560753.1977,556600.7323,553878.6038,548397.3111,541102.9599,532682.4892,525433.5097,521685.3489,517413.7621,514935.8966,512416.7578,509812.4752,507529.5369,505374.8778,505649.4706,507978.4545,512691.7697,517069.3365,518417.9018,518239.5337,517017.3759,519700.2702,521304.9477,522279.2219,518933.7535,515090.394,510966.356,506883.0937,503562.3346,501467.7188,500726.6683,500621.0857,499472.2686,496891.8644,491138.4239,486392.4579,484014.8314,483084.6673,480746.5141,478780.1934,478287.0707,479627.8971,478721.2247,476280.9716,472429.469,469474.0483,468103.612,467926.1723,469494.9183,473485.6067,479481.7347,486805.4408,494699.3854,502381.3986,509640.4223,515237.8476,520129.2651,525268.593,532424.4432,540775.6932,549460.2676,557798.3856,566685.4072,575430.0851,583652.1002,590427.5271,595503.62,599200.1858,602764.992,606656.5036,609949.2996,611280.3085,611613.5213,611374.6856,613688.7807,616500.554,621542.5435,626155.7492,630905.1726,634509.3216,637329.5648,638894.7178,639627.4237,639999.7628,640943.8504,639659.7047,636825.4869,632065.7174,627686.8285,623197.3336,626427.1479,636402.6094,650645.7242,660500.4098,666241.796,670017.247,672715.9724,670462.0014,664304.0599,656841.0661,654087.054,655956.2491,665328.5051,678092.8977,692360.1978,700654.1731,706071.927,708962.9181,711628.3695,715115.0096,721154.7522,729601.1885,738069.8705,747102.5771,753350.0439,755540.7117,752500.7047,748714.5301,747369.4075,747658.6616,748277.9705,750729.0545,754384.8857,759672.1717,763076.0701,764273.8326,760539.2873,753360.5609,746831.9642,744811.6386,745900.4195,747435.5569,748286.3827,750452.9854,754353.9007,759451.9355,764021.3197,767611.2527,769893.251,772144.3597,774661.1775,777695.4939,778711.6268,777736.8741,777595.9887,782144.4686,792110.7544,805008.247,820224.3516,835822.7249,848867.239,858102.8489,864836.4771,874327.2675,886532.5746,901317.8369,913566.9259,922893.7773,929107.0686,937821.4515,950417.2208,967375.8517,989096.5953,1014895.229,1043987.577,1072665.37,1094710.9,1108216.837,1110347.899,1106303.096,1098560.415,1092488.583,1086987.978,1081263.792,1070418.774,1059578.771,1052983.73,1055490.629,1063020.853,1073218.757,1086157.787,1102822.888,1119810.941,1134348.77,1144229.042,1150399.859,1151978.796,1152489.156,1157323.769,1169284.12,1184059.746,1194299.233,1200334.243,1204930.879,1211222.919,1219021.244,1200334.243,1204930.879,1211222.919,1219021.244
Anaheim,Anaheim Resort,33.7888868,-117.9060952,1.5,92802,178051.6374,179695.9666,180920.7651,183499.8209,185824.7722,188326.7612,190791.1675,193264.178,195724.8316,198461.9709,200876.7255,203283.1551,204912.1291,206743.5222,208211.1152,210345.7046,212462.3191,214632.7596,216971.5567,219406.6929,222004.5446,224203.1989,225891.444,227711.6897,229464.8668,231597.0286,233933.5132,236970.3232,240690.3775,244809.4102,249411.4815,253902.9781,257844.5285,261297.633,264676.8103,268379.8577,271719.0043,275088.8062,278089.6106,281772.161,286191.4307,290597.0065,295295.2025,300640.0836,307286.8733,314289.8075,320686.7705,326282.2975,331549.2226,338087.2278,346318.3097,355520.097,366278.1953,377605.0464,387889.3037,395727.7905,400346.4636,405073.6014,408188.0372,413127.3564,418227.2821,423171.9867,428918.8065,435022.2346,442203.5213,447723.164,453537.3529,460143.5431,467143.9421,473048.5107,477259.3792,482438.7455,487227.7097,492032.3622,495889.8826,500028.4209,503367.7386,505654.9625,505219.094,505839.4614,505865.9746,507475.0975,506660.5501,504707.927,504075.3312,504415.6275,504890.9431,502553.3372,498973.3435,495707.0569,490808.6193,484716.8309,476541.1556,469544.4289,464558.6402,457755.3485,449452.0876,436996.6912,426654.3438,414588.7051,402663.4848,389345.2936,377785.1465,367135.8566,358753.299,349751.1367,340298.5677,330847.266,323134.1339,319757.4712,316409.911,313254.0461,309780.5203,306936.8271,305561.3851,304294.8991,304607.5969,305532.5991,307879.592,309882.8948,311076.7159,311887.2686,312458.8788,314988.5273,316502.2996,317114.428,315139.0413,312883.5754,310715.8678,308161.5048,306015.2025,304326.4757,303600.38,302991.3229,301976.389,300069.7057,296718.5888,294546.2465,293696.1931,293741.605,292221.5723,291140.6345,291157.0672,292254.9273,291692.4392,289723.8167,286307.974,283982.2427,282450.78,282612.2604,283387.4135,285737.6982,289311.2451,294007.3218,299220.2548,304109.7081,308952.5126,313452.1991,317857.6597,322064.8663,327123.0233,333150.3677,339477.6327,345330.5555,351333.3608,357559.9822,363945.5581,369198.2411,373079.0868,375876.7474,378720.8959,381901.1886,384938.1448,386829.5514,388613.0993,390214.396,393362.2069,396558.7945,399957.8256,402365.5366,403855.7715,404797.555,405839.6734,407151.6389,408791.4796,410385.284,412627.2962,413464.2436,413646.3482,411758.0152,410142.1104,408177.2682,410741.3385,416359.4848,424348.4196,430266.326,434768.1747,438456.7238,442000.4573,441538.8177,437665.1114,432051.9448,429203.928,428644.3857,432205.1559,437948.9298,446143.9456,451974.7687,456870.8461,460198.9402,463476.937,467583.513,473162.4832,479376.0775,485399.6839,491846.1458,497094.1214,499978.3976,499523.903,498400.6502,498296.2917,499127.0453,500079.0797,501629.7053,504245.4055,507483.3167,509885.805,511038.9668,509303.0437,505645.8396,501616.1368,500018.0757,500429.6563,501022.8517,501785.2658,503349.8892,506496.8392,510509.8382,514422.4472,517929.61,520460.6883,522002.7749,523240.6697,524983.5941,525668.7078,524671.4691,523446.0288,524618.9812,529639.0724,537137.9887,547041.3389,557253.5687,566164.1883,572538.0415,576457.8319,580923.5816,586816.6786,594357.4518,601611.1552,607973.4744,614275.6965,622080.0803,631030.8272,640978.8861,652786.2455,666785.1204,682201.3502,696128.6324,705673.055,710533.5843,709117.2302,704754.4398,699246.5013,695937.4743,693437.6035,690650.1117,685908.7636,681509.4775,678788.8243,680687.6649,685511.072,691888.9878,697834.5101,704405.1458,711033.602,717055.4227,721552.2527,724862.9574,727308.7632,729262.2893,732242.755,735722.5923,739487.5247,741459.3532,743381.1418,744985.5311,747635.353,750383.6207,743381.1418,744985.5311,747635.353,750383.6207
Anaheim,Northeast Anaheim,33.8472427,-117.871702,1.5,92805,190019.7017,191756.4078,192999.1736,195550.0172,197776.92,200219.9438,202798.4993,205292.1011,207514.4757,209704.9931,211644.2363,213808.7024,215591.459,217798.8796,219841.9614,222316.5167,224674.8801,226618.465,228463.5044,230094.1683,232131.8418,234088.1957,235816.6825,237644.8293,239416.3256,241602.3264,244102.3193,247115.8921,250771.6433,255010.1535,260042.7995,265243.4651,269988.9254,274427.5848,278476.9338,282595.4851,286234.412,290110.7745,293872.1782,298448.0164,303628.5345,308505.0738,313300.5482,318305.841,324305.3592,330745.6215,337234.6613,343312.9366,349349.8581,356604.9183,365797.1639,375873.2708,387115.6212,398806.6974,409856.2178,418678.5242,424377.8814,429473.8908,432972.4526,437949.2178,443617.8795,449328.3408,456189.596,462840.6767,470460.7463,475757.4264,481424.4304,487359.8091,494145.8322,499875.8719,503872.434,509016.2342,513822.4489,519179.1567,523367.955,527929.3175,531633.0356,534331.2279,534223.4757,535115.3554,535114.4601,536270.7772,534995.5179,532390.4848,531508.8294,531438.6544,531932.377,529622.8244,525915.9177,522436.6612,516858.7539,510019.4963,500590.4628,492699.3081,487494.9379,480616.4675,471829.6126,459403.1846,449547.3312,437396.9577,425276.2947,412393.3963,402602.4787,394105.3111,387926.4477,380553.1003,372088.4223,362674.4276,354867.3322,350461.8918,346522.62,343610.4533,340767.271,337847.6109,335415.4601,333405.5532,333310.6265,334903.8699,339271.7801,343919.071,346791.5839,347340.5834,347115.0946,349897.534,352073.1734,353315.8407,351324.6773,349685.053,348115.9423,346161.7322,343672.852,341770.8906,341345.9879,341476.2637,340920.1593,339100.2692,335323.1979,332835.6827,332182.8554,331617.4367,329398.6179,326615.369,325378.3271,325401.8423,324152.0176,322338.9275,319990.4886,318744.1756,318721.7709,319603.9777,321516.7812,324769.2104,329992.3314,336245.5738,343121.6841,349513.8774,355543.2294,360202.5584,363929.0023,367614.2411,373137.4005,380056.9616,387480.4754,394328.689,401415.3899,408187.1991,414297.021,418848.616,421893.5184,423897.6497,425643.2733,427744.4858,430011.103,431565.9227,433014.2798,434697.0399,438083.9951,441893.6782,446163.3873,449940.1644,453434.8055,456202.2951,458289.543,459656.0753,460751.8244,461797.0816,463760.683,463970.3583,462825.5659,459383.8912,455520.4401,451352.6205,453914.2676,462466.0324,474562.0882,483248.2543,488877.9054,493535.3287,497835.4825,497956.9609,493655.9481,487094.2545,484189.3774,485134.4328,492000.7261,502068.133,514243.308,522326.5563,528075.7227,532142.6385,536036.0935,540646.3053,547112.3942,555675.4984,563893.7303,572371.6163,577996.3746,580588.9292,578970.5488,576627.3391,575987.0887,576867.0754,577573.2151,579863.2227,583299.2105,589226.3108,594015.1301,596638.0241,594524.2359,589395.2062,584348.3931,583060.8173,584046.8244,585668.7393,587198.6984,590096.9428,594523.6121,600065.0313,605641.3862,610798.4937,614340.1826,616411.3545,618428.7826,621055.1885,622221.1117,621444.9127,620998.8052,624467.063,632609.804,643568.5595,656039.8074,668478.3248,677804.9159,684680.3181,689179.1632,696271.5788,705140.6583,715569.5283,723152.5635,727493.9284,729974.191,734701.1284,742823.2621,753884.1183,769129.251,787769.0883,808196.3352,826450.4746,839052.5155,845700.7834,845462.106,842567.0294,838292.0933,835325.7699,831351.704,826480.221,817630.8587,808540.6355,801889.2265,802667.8951,809015.6282,817974.7193,828001.1875,839155.9962,850852.032,861041.9306,869343.267,875481.7913,878972.025,880240.6792,883414.2705,890771.189,900299.4213,907288.2375,912269.9404,916267.2797,921153.0646,925745.7192,912269.9404,916267.2797,921153.0646,925745.7192
Anaheim,Northwest Anaheim,33.8469812,-117.9541894,1.5,92801,148832.3571,150239.4402,151265.0941,153391.2749,155276.8825,157339.868,159536.558,161778.9952,163802.4459,165830.7536,167562.4266,169507.0926,171052.5591,172938.4472,174676.28,176837.6134,178958.9465,180856.9797,182646.7228,184374.304,186447.8111,188546.2341,190453.0428,192448.161,194167.2775,196022.2132,197887.8133,200363.9345,203321.8594,206708.4956,210759.874,214877.9444,218606.1504,221795.321,224767.3465,227756.9756,230585.6312,233585.8104,236761.2604,240580.5408,245000.0664,249092.8161,253194.5879,257465.7203,262658.4062,268174.2757,273577.492,279213.8949,284574.611,290967.3923,298041.2688,306016.6852,315065.1259,325055.1488,334417.5655,341961.8582,346586.0471,350777.4023,353945.4534,358661.0374,364052.6341,369388.5185,375677.1517,382051.1057,389303.677,395073.0667,401357.9253,407953.7856,414939.364,421067.1823,425928.8197,431548.2593,436634.3553,441718.7061,445803.3668,450322.5114,454144.0882,457096.95,457338.281,458529.6855,458912.7887,460301.593,459391.8447,457162.2004,456411.1042,456315.7536,456793.3724,454859.3396,451856.6085,448742.3849,443616.3221,437160.5505,428594.7202,421145.8447,415956.9374,409446.2046,401430.2721,389690.3329,379527.6523,367241.1376,354548.9119,340755.9064,329551.9659,319990.4485,313306.8751,305714.0834,297815.4528,289024.0935,282102.6986,278629.046,275680.5578,272878.7395,268942.9625,264928.8762,261870.3325,259947.6746,259586.3983,260321.5428,262357.5375,264554.5663,265960.6877,266626.8756,267395.6679,269992.1375,272445.4717,274422.8368,274163.3577,273388.6538,272347.2059,271145.8601,269666.0876,268161.3751,267228.0698,266796.2278,265696.8086,264121.8508,260990.1309,259123.9148,257971.9804,257028.878,254617.6966,253135.0407,253292.5663,254937.3855,255490.712,254797.1754,252821.265,250781.9735,249867.1676,250062.946,251067.5819,253045.0572,256591.305,260963.6771,265906.3344,270951.7445,276155.825,280599.0305,284368.3774,287986.9801,293350.9766,299528.2043,305862.4482,311868.1948,318401.2224,325019.8632,330884.2865,334981.7626,338371.4253,340914.8195,343500.7132,346143.5652,348841.1213,350830.7796,352736.8003,354623.753,358013.3507,361538.0405,365448.4254,368788.8032,371427.3191,373107.7029,374160.3912,375105.5089,376620.1044,378671.9018,381657.1697,382958.4995,382741.2902,379975.7421,376178.5026,372002.4721,373032.964,379247.6552,388632.9905,395810.7915,400862.4689,405368.6467,409800.6306,410356.7619,407214.3406,401686.9518,399143.0117,398935.8579,404398.5866,413020.7886,424482.1706,432303.8024,438280.5306,442240.0942,446115.0759,450431.7904,456375.4436,463863.6727,471639.988,479746.7315,485031.3065,486667.5056,485015.0071,483417.756,483579.5168,484208.8096,484813.7344,487159.0051,491320.9906,497264.4362,501913.6908,504502.7097,502628.7262,498415.9346,494117.2668,493092.2375,493704.8069,494878.1129,496472.2083,499598.7537,503845.5049,508832.5883,513253.2953,517270.2728,519149.6693,519966.4565,521040.3747,523543.8768,524983.2795,524667.9446,524256.1299,527076.8902,533987.5272,543451.3359,554353.8066,565389.2116,574594.6502,581993.146,587219.6926,593405.1561,600743.5473,609703.2088,616884.4244,620602.6609,621741.6067,624862.7825,631014.8883,639523.2247,651796.2804,668196.3694,687247.0856,704057.3733,715738.7815,722012.6366,722266.039,720131.9415,717409.0142,716221.9583,713857.7155,709470.285,700832.1191,692056.3894,686010.496,686473.1091,690953.3865,697491.3025,705705.5358,716074.5495,727156.0591,736642.977,744541.6373,751423.0672,756199.0777,759152.7119,762038.9971,766955.0607,772873.7913,776583.5206,780521.0523,784211.6655,789662.9604,794414.0619,780521.0523,784211.6655,789662.9604,794414.0619
