City,City/Neighborhood,Zipcode,Date,Month,Year,Price Index,Median Household Income Last_12,City Park Scores,Distance to Nearest Beach (Km),Crime Data City Level (Arrest Disposition),Disneyland Resort historical attendance data,Knott's Berry Farm historical attendance data,Distance from Disneyland (km),Distance from Knott's Berry Farm (km),Distance from Irvine Spectrum (km),Nearest Beach Name (Need to One Hot Encode)_Aliso Beach,Nearest Beach Name (Need to One Hot Encode)_Bolsa Chica State Beach,Nearest Beach Name (Need to One Hot Encode)_Corona Del Mar State Beach,Nearest Beach Name (Need to One Hot Encode)_Crystal Cove State Beach,Nearest Beach Name (Need to One Hot Encode)_Dana Point Harbor,Nearest Beach Name (Need to One Hot Encode)_Doheney State Beach,Nearest Beach Name (Need to One Hot Encode)_Fisherman's Cove,Nearest Beach Name (Need to One Hot Encode)_Huntington City Beach,Nearest Beach Name (Need to One Hot Encode)_Huntington State Beach,Nearest Beach Name (Need to One Hot Encode)_Laguna Main Beach,Nearest Beach Name (Need to One Hot Encode)_Newport Beach Municipal Beach,Nearest Beach Name (Need to One Hot Encode)_Seal beach municipal pier,Nearest Beach Name (Need to One Hot Encode)_Sunset beach,Nearest Beach Name (Need to One Hot Encode)_Surfside Beach,Nearest Beach Name (Need to One Hot Encode)_T street Beach,Nearest Beach Name (Need to One Hot Encode)_Thalia Street Beach,Nearest Beach Name (Need to One Hot Encode)_West Street Beach
Aliso Viejo,Aliso Viejo,92656,2014-01-31,1,2014,486155.5583,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-02-28,2,2014,489076.6266,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-03-31,3,2014,492136.1673,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-04-30,4,2014,495451.7403,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-05-31,5,2014,498080.3425,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-06-30,6,2014,499302.0048,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-07-31,7,2014,499225.3943,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-08-31,8,2014,498479.3653,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-09-30,9,2014,499543.7465,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-10-31,10,2014,501619.0644,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-11-30,11,2014,505250.8292,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2014-12-31,12,2014,508453.0019,97807,1.95,6.1427,309,27047000,3683000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-01-31,1,2015,510824.0224,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-02-28,2,2015,511705.6686,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-03-31,3,2015,511964.7149,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-04-30,4,2015,511720.3481,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-05-31,5,2015,511485.1217,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-06-30,6,2015,511158.2833,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-07-31,7,2015,512004.1032,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-08-31,8,2015,512338.7823,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-09-30,9,2015,511814.4307,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-10-31,10,2015,510578.1693,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-11-30,11,2015,509396.953,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2015-12-31,12,2015,508273.641,97807,1.95,6.1427,396,27661000,3867000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-01-31,1,2016,510888.7407,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-02-29,2,2016,516826.0311,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-03-31,3,2016,525213.2478,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-04-30,4,2016,530994.4957,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-05-31,5,2016,534441.4138,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-06-30,6,2016,536748.7998,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-07-31,7,2016,538933.1007,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-08-31,8,2016,537991.375,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-09-30,9,2016,534428.8357,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-10-31,10,2016,529894.8514,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-11-30,11,2016,528463.662,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2016-12-31,12,2016,529638.492,97807,1.95,6.1427,440,27238000,4014000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-01-31,1,2017,535908.5467,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-02-28,2,2017,544773.7306,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-03-31,3,2017,555395.0357,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-04-30,4,2017,562553.0557,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-05-31,5,2017,567849.574,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-06-30,6,2017,571443.3903,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-07-31,7,2017,574932.2783,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-08-31,8,2017,578893.5622,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-09-30,9,2017,584541.1287,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-10-31,10,2017,591656.2285,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-11-30,11,2017,598807.4204,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2017-12-31,12,2017,605960.2829,97807,1.95,6.1427,441,27874000,4034000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-01-31,1,2018,611142.8052,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-02-28,2,2018,613606.5669,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-03-31,3,2018,613252.296,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-04-30,4,2018,611993.0158,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-05-31,5,2018,612048.5157,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-06-30,6,2018,612622.4406,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-07-31,7,2018,614005.7765,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-08-31,8,2018,615935.4361,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-09-30,9,2018,618676.8435,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-10-31,10,2018,621529.8166,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-11-30,11,2018,623420.8916,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2018-12-31,12,2018,623913.9557,97807,1.95,6.1427,489,28527000,4115000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-01-31,1,2019,621036.5095,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-02-28,2,2019,616119.4917,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-03-31,3,2019,610752.7573,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-04-30,4,2019,608012.122,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-05-31,5,2019,606611.1232,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-06-30,6,2019,605201.0763,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-07-31,7,2019,603107.8645,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-08-31,8,2019,602342.2354,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-09-30,9,2019,603254.8805,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-10-31,10,2019,605532.5596,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-11-30,11,2019,608070.2433,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2019-12-31,12,2019,610686.753,97807,1.95,6.1427,461,28527000,4238000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-01-31,1,2020,612909.8233,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-02-29,2,2020,614323.572,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-03-31,3,2020,615751.6762,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-04-30,4,2020,617988.6452,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-05-31,5,2020,618714.2199,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-06-30,6,2020,618255.0752,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-07-31,7,2020,617049.2736,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-08-31,8,2020,618921.9929,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-09-30,9,2020,623890.5701,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-10-31,10,2020,630954.4544,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-11-30,11,2020,640179.5901,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2020-12-31,12,2020,649589.431,97807,1.95,6.1427,420,5593000,811000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-01-31,1,2021,658147.0807,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-02-28,2,2021,664427.3708,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-03-31,3,2021,669508.8095,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-04-30,4,2021,676836.1462,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-05-31,5,2021,686697.5994,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-06-30,6,2021,699134.0309,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-07-31,7,2021,711466.1552,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-08-31,8,2021,723899.9377,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-09-30,9,2021,735791.4053,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-10-31,10,2021,749622.2587,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-11-30,11,2021,764975.3098,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2021-12-31,12,2021,782784.0289,97807,1.95,6.1427,395,13550000,3681000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-01-31,1,2022,801769.8685,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-02-28,2,2022,823211.9401,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-03-31,3,2022,846691.074,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-04-30,4,2022,870666.2481,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-05-31,5,2022,889617.1819,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-06-30,6,2022,900385.3247,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-07-31,7,2022,899374.7782,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-08-31,8,2022,891581.054,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-09-30,9,2022,880772.5396,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-10-31,10,2022,874202.9079,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-11-30,11,2022,869607.5802,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2022-12-31,12,2022,865533.4191,97807,1.95,6.1427,396,27881000,3899000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-01-31,1,2023,856952.302,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-02-28,2,2023,847893.2389,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-03-31,3,2023,840907.2838,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-04-30,4,2023,841082.241,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-05-31,5,2023,846493.4989,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-06-30,6,2023,856503.5378,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-07-31,7,2023,868609.7316,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-08-31,8,2023,882844.2201,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-09-30,9,2023,897585.6775,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliso Viejo,Aliso Viejo,92656,2023-10-31,10,2023,911538.3212,,1.95,6.1427,421,27250000,4228000,32.43160688,40.11288891,8.139576748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
