ZipCode,median_household_income_last_12,Year
95683,98438,2014
95684,48873,2014
95685,54881,2014
95686,39750,2014
95687,72575,2014
95688,81398,2014
95689,75740,2014
95690,59038,2014
95691,60905,2014
95692,64139,2014
95693,93258,2014
95694,64554,2014
95695,57733,2014
95697,28929,2014
95698,68167,2014
95699,21172,2014
95701,64167,2014
95703,81250,2014
95709,63990,2014
95713,66743,2014
95714,51683,2014
95715,60938,2014
95717,61667,2014
95720,47917,2014
95721,,2014
95722,73292,2014
95724,,2014
95726,57753,2014
95728,39211,2014
95735,45417,2014
95736,85655,2014
95742,93347,2014
95746,127637,2014
95747,84706,2014
95757,87795,2014
95758,72276,2014
95762,116109,2014
95765,87694,2014
95776,61367,2014
95811,37244,2014
95814,29393,2014
95815,32557,2014
95816,48156,2014
95817,35798,2014
95818,59042,2014
95819,80328,2014
95820,41609,2014
95821,42488,2014
95822,47627,2014
95823,39611,2014
95824,31058,2014
95825,38630,2014
95826,52500,2014
95827,55565,2014
95828,52205,2014
95829,73843,2014
95830,94605,2014
95831,67008,2014
95832,39554,2014
95833,55486,2014
95834,55280,2014
95835,83862,2014
95837,153462,2014
95838,39918,2014
95841,40127,2014
95842,46803,2014
95843,70849,2014
95864,83245,2014
95901,43513,2014
95903,36836,2014
95910,30139,2014
95912,51406,2014
95914,47446,2014
95915,10550,2014
95916,34479,2014
95917,42532,2014
95918,83906,2014
95919,46184,2014
95920,38421,2014
95922,34265,2014
95923,29792,2014
95925,70472,2014
95926,39266,2014
95928,41783,2014
95930,,2014
95932,50901,2014
95934,35234,2014
95935,54659,2014
95936,-2500,2014
95937,48561,2014
95938,67074,2014
95939,25250,2014
95941,58333,2014
95942,47917,2014
95943,48854,2014
95944,72794,2014
95945,45972,2014
95946,65758,2014
95947,30547,2014
95948,39846,2014
95949,64043,2014
95950,32083,2014
95951,33281,2014
95953,44566,2014
95954,38734,2014
95955,43869,2014
95956,31667,2014
95957,59167,2014
95959,56114,2014
95960,42000,2014
95961,44960,2014
95962,90000,2014
95963,44260,2014
95965,36309,2014
95966,44123,2014
95968,48723,2014
95969,42423,2014
95970,54375,2014
95971,52508,2014
95973,53073,2014
95974,,2014
95975,39436,2014
95977,72778,2014
95978,-2500,2014
95979,31181,2014
95981,43281,2014
95982,67689,2014
95983,26307,2014
95984,126250,2014
95986,,2014
95987,49474,2014
95988,44105,2014
95991,42009,2014
95993,61368,2014
96001,48067,2014
96002,44003,2014
96003,43024,2014
96006,52650,2014
96007,38623,2014
96008,39743,2014
96009,51513,2014
96010,33500,2014
96011,12431,2014
96013,33958,2014
96014,24018,2014
96015,41071,2014
96016,57115,2014
96017,31875,2014
96019,43263,2014
96020,42794,2014
96021,39041,2014
96022,49975,2014
96023,33958,2014
96024,42300,2014
96025,33500,2014
96027,42242,2014
96028,38865,2014
96029,61111,2014
96031,13750,2014
96032,44158,2014
96033,31417,2014
96034,30000,2014
96035,38320,2014
96037,45335,2014
96038,32000,2014
96039,25792,2014
96040,56250,2014
96041,35167,2014
96044,27143,2014
96046,24479,2014
96047,33571,2014
96048,32269,2014
96049,18500,2014
96050,28088,2014
96051,68977,2014
96052,39938,2014
96054,33438,2014
96055,34741,2014
96056,38359,2014
96057,39750,2014
96058,30259,2014
96059,45188,2014
96061,57188,2014
96062,60938,2014
96063,65729,2014
96064,40625,2014
96065,28889,2014
96067,43929,2014
96068,33750,2014
96069,41833,2014
96071,38274,2014
96073,73893,2014
96074,37917,2014
96075,22778,2014
96076,30962,2014
96080,37445,2014
96084,25994,2014
96085,27000,2014
96086,34141,2014
96087,38859,2014
96088,44643,2014
96090,36786,2014
96091,29625,2014
96092,83092,2014
96093,44870,2014
96094,41463,2014
96096,46538,2014
96097,35588,2014
96101,35081,2014
96103,65278,2014
96104,34265,2014
96105,47843,2014
96106,45511,2014
96107,49306,2014
96108,,2014
96109,29522,2014
96110,23125,2014
96111,26983,2014
96112,23250,2014
96113,45644,2014
96114,72426,2014
96115,29318,2014
96116,36107,2014
96117,46528,2014
96118,50536,2014
96119,45833,2014
96120,59821,2014
96121,61250,2014
96122,36803,2014
96123,25000,2014
96124,100466,2014
96125,113750,2014
96126,12120,2014
96128,62700,2014
96129,101071,2014
96130,53549,2014
96132,51250,2014
96133,27591,2014
96134,33813,2014
96135,,2014
96136,78000,2014
96137,50764,2014
96140,61027,2014
96141,69479,2014
96142,62865,2014
96143,42822,2014
96145,71318,2014
96146,68750,2014
96148,73839,2014
96150,46715,2014
96155,,2014
96161,70648,2014
97635,47143,2014
89010,45893,2015
89019,35825,2015
89060,39211,2015
89061,44722,2015
89439,62008,2015
90001,36386,2015
90002,31810,2015
90003,28334,2015
90004,37839,2015
90005,32955,2015
90006,29594,2015
90007,22049,2015
90008,37798,2015
90010,50288,2015
90011,30118,2015
90012,25028,2015
90013,16284,2015
90014,12015,2015
90015,25911,2015
90016,35858,2015
90017,21050,2015
90018,35126,2015
90019,40727,2015
90020,39103,2015
90021,13576,2015
90022,37262,2015
90023,33340,2015
90024,67151,2015
90025,71947,2015
90026,45560,2015
90027,47980,2015
90028,31415,2015
90029,36281,2015
90031,34597,2015
90032,44759,2015
90033,29524,2015
90034,57577,2015
90035,70273,2015
90036,72981,2015
90037,28377,2015
90038,34723,2015
90039,64533,2015
90040,48610,2015
90041,62700,2015
90042,53283,2015
90043,42379,2015
90044,29459,2015
90045,80311,2015
90046,51929,2015
90047,43538,2015
90048,77855,2015
90049,113158,2015
90056,91288,2015
90057,27155,2015
90058,16972,2015
90059,32455,2015
90061,34263,2015
90062,34051,2015
90063,38691,2015
90064,79038,2015
90065,56090,2015
90066,64445,2015
90067,94107,2015
90068,72821,2015
90069,74262,2015
90071,,2015
90073,,2015
90077,184338,2015
90079,,2015
90089,9219,2015
90090,,2015
90094,86579,2015
90095,,2015
90201,38482,2015
90210,129539,2015
90211,74212,2015
90212,78575,2015
90220,42974,2015
90221,43184,2015
90222,42622,2015
90230,68870,2015
90232,70341,2015
90240,69032,2015
90241,57846,2015
90242,56831,2015
90245,88486,2015
90247,41560,2015
90248,58692,2015
90249,57281,2015
90250,47411,2015
90254,102289,2015
90255,37274,2015
90260,51864,2015
90262,43889,2015
90263,,2015
90265,127059,2015
90266,132752,2015
90270,38155,2015
90272,158381,2015
90274,153621,2015
90275,116708,2015
90277,92577,2015
90278,100776,2015
90280,41990,2015
90290,128750,2015
90291,74046,2015
90292,100361,2015
90293,92664,2015
90301,38115,2015
90302,43835,2015
90303,42707,2015
90304,36732,2015
90305,65029,2015
90401,54702,2015
90402,135081,2015
90403,71184,2015
90404,55064,2015
90405,77642,2015
90501,57261,2015
90502,65243,2015
90503,75102,2015
90504,71223,2015
90505,77519,2015
90506,,2015
90601,69857,2015
90602,51789,2015
90603,83821,2015
90604,65109,2015
90605,71592,2015
90606,60381,2015
90620,74804,2015
90621,54607,2015
90623,84218,2015
90630,83360,2015
90631,66985,2015
90638,81692,2015
90640,52206,2015
90650,60090,2015
90660,55676,2015
90670,53694,2015
90680,53774,2015
90701,58534,2015
90703,87522,2015
90704,49142,2015
90706,50244,2015
90710,56565,2015
90712,82337,2015
90713,85131,2015
90715,68120,2015
90716,42770,2015
90717,59856,2015
90720,90000,2015
90723,42831,2015
90731,49226,2015
90732,91979,2015
90740,50648,2015
90742,69617,2015
90743,100357,2015
90744,40792,2015
90745,69330,2015
90746,76692,2015
90747,,2015
90755,70236,2015
90802,45094,2015
90803,70007,2015
90804,43489,2015
90805,44244,2015
90806,41932,2015
90807,68254,2015
90808,93787,2015
90810,51123,2015
90813,30622,2015
90814,54606,2015
90815,88024,2015
90822,,2015
90831,,2015
91001,86357,2015
91006,81660,2015
91007,70455,2015
91008,103490,2015
91010,62563,2015
91011,147481,2015
91016,67787,2015
91020,68898,2015
91024,84487,2015
91030,84914,2015
91040,73260,2015
91042,57922,2015
91046,22656,2015
91101,55305,2015
91103,58287,2015
91104,65458,2015
91105,116687,2015
91106,65424,2015
91107,81294,2015
91108,157535,2015
91201,47850,2015
91202,69265,2015
91203,40853,2015
91204,40050,2015
91205,36741,2015
91206,55364,2015
91207,87634,2015
91208,89663,2015
91210,76250,2015
91214,87249,2015
91301,108357,2015
91302,126958,2015
91303,46599,2015
91304,58423,2015
91306,60506,2015
91307,90785,2015
91311,78646,2015
91316,59522,2015
91320,104644,2015
91321,58130,2015
91324,63369,2015
91325,60033,2015
91326,102602,2015
91330,,2015
91331,49842,2015
91335,53842,2015
91340,51428,2015
91342,61648,2015
91343,53417,2015
91344,77642,2015
91345,62518,2015
91350,99876,2015
91351,74649,2015
91352,48632,2015
91354,104574,2015
91355,86721,2015
91356,69875,2015
91360,91105,2015
91361,103466,2015
91362,108435,2015
91364,98206,2015
91367,80291,2015
91371,,2015
91377,128618,2015
91381,112399,2015
91384,98330,2015
91387,83102,2015
91390,113537,2015
91401,47776,2015
91402,41467,2015
91403,76727,2015
91405,37324,2015
91406,50178,2015
91411,43695,2015
91423,73947,2015
91436,138676,2015
91501,62051,2015
91502,40515,2015
91504,71433,2015
91505,72924,2015
91506,74444,2015
91601,49784,2015
91602,65475,2015
91604,86475,2015
91605,42685,2015
91606,42191,2015
91607,59947,2015
91608,,2015
91701,80310,2015
91702,56190,2015
91706,51963,2015
91708,125515,2015
91709,101905,2015
91710,72705,2015
91711,82623,2015
91722,68267,2015
91723,62823,2015
91724,81585,2015
91730,63151,2015
91731,38551,2015
91732,44961,2015
91733,42191,2015
91737,97731,2015
91739,101071,2015
91740,70673,2015
91741,82831,2015
91744,55920,2015
91745,72601,2015
91746,62602,2015
91748,62495,2015
91750,78455,2015
91752,63551,2015
91754,51164,2015
91755,52458,2015
91759,71667,2015
91761,62191,2015
91762,52565,2015
91763,51016,2015
91764,52115,2015
91765,92627,2015
91766,50873,2015
91767,51336,2015
91768,50670,2015
91770,49477,2015
91773,74351,2015
91775,77352,2015
91776,52109,2015
91780,66750,2015
91784,100759,2015
91786,55964,2015
91789,90637,2015
91790,66459,2015
91791,72578,2015
91792,68682,2015
91801,49996,2015
91803,57480,2015
91901,77064,2015
91902,78187,2015
91905,80375,2015
91906,57917,2015
91910,56510,2015
91911,48386,2015
91913,89737,2015
91914,105462,2015
91915,94812,2015
91916,54929,2015
91917,60385,2015
91931,40662,2015
91932,45480,2015
91934,87628,2015
91935,101336,2015
91941,71528,2015
91942,52752,2015
91945,50512,2015
91948,35179,2015
91950,37072,2015
91962,75737,2015
91963,36393,2015
91977,61656,2015
91978,72579,2015
91980,,2015
92003,77042,2015
92004,41064,2015
92007,87857,2015
92008,62957,2015
92009,101170,2015
92010,87442,2015
92011,96329,2015
92014,126901,2015
92019,75715,2015
92020,49444,2015
92021,52909,2015
92024,88615,2015
92025,45998,2015
92026,58196,2015
92027,56857,2015
92028,66508,2015
92029,75304,2015
92036,65670,2015
92037,96519,2015
92040,65128,2015
92054,51105,2015
92055,47197,2015
92056,70057,2015
92057,70256,2015
92058,49986,2015
92059,92703,2015
92060,76250,2015
92061,51354,2015
92064,94724,2015
92065,77594,2015
92066,41779,2015
92067,148245,2015
92069,53060,2015
92070,51488,2015
92071,69828,2015
92075,84893,2015
92078,58367,2015
92081,60818,2015
92082,77264,2015
92083,48118,2015
92084,52293,2015
92086,38828,2015
92091,96932,2015
92101,52602,2015
92102,39258,2015
92103,58292,2015
92104,46888,2015
92105,35564,2015
92106,82762,2015
92107,60673,2015
92108,63826,2015
92109,63474,2015
92110,56166,2015
92111,56641,2015
92113,28437,2015
92114,54614,2015
92115,43567,2015
92116,51117,2015
92117,64690,2015
92118,93777,2015
92119,70536,2015
92120,79958,2015
92121,102391,2015
92122,72671,2015
92123,69962,2015
92124,76449,2015
92126,81266,2015
92127,117016,2015
92128,89657,2015
92129,106153,2015
92130,124229,2015
92131,127009,2015
92132,,2015
92134,,2015
92135,,2015
92139,61446,2015
92140,,2015
92145,218094,2015
92147,,2015
92154,55085,2015
92155,,2015
92173,36048,2015
92201,43415,2015
92203,76695,2015
92210,110948,2015
92211,62495,2015
92220,38397,2015
92222,,2015
92223,61716,2015
92225,43117,2015
92227,38565,2015
92230,30288,2015
92231,35992,2015
92233,35952,2015
92234,45088,2015
92236,43750,2015
92239,57083,2015
92240,34700,2015
92241,38765,2015
92242,29911,2015
92243,39754,2015
92249,52668,2015
92250,46359,2015
92251,56192,2015
92252,43718,2015
92253,78150,2015
92254,26661,2015
92256,38203,2015
92257,16218,2015
92258,25775,2015
92259,18750,2015
92260,50087,2015
92262,44760,2015
92264,46850,2015
92266,31509,2015
92267,,2015
92268,31645,2015
92270,76261,2015
92273,34432,2015
92274,31296,2015
92275,24871,2015
92276,43508,2015
92277,42544,2015
92278,88889,2015
92280,,2015
92281,28688,2015
92282,40811,2015
92283,23663,2015
92284,43874,2015
92285,22188,2015
92301,41643,2015
92304,,2015
92305,85682,2015
92307,58012,2015
92308,45979,2015
92309,33000,2015
92310,52798,2015
92311,48020,2015
92313,64337,2015
92314,41168,2015
92315,31541,2015
92316,49509,2015
92320,44286,2015
92321,60847,2015
92322,59657,2015
92324,43283,2015
92325,50811,2015
92327,34667,2015
92328,46061,2015
92332,26250,2015
92333,36250,2015
92335,44919,2015
92336,84492,2015
92337,69261,2015
92338,,2015
92339,76136,2015
92341,29000,2015
92342,62938,2015
92344,69508,2015
92345,46793,2015
92346,65156,2015
92347,31188,2015
92352,75593,2015
92354,62620,2015
92356,24821,2015
92358,65982,2015
92359,54620,2015
92363,30840,2015
92364,42750,2015
92365,36822,2015
92368,27049,2015
92371,50763,2015
92372,37988,2015
92373,72693,2015
92374,63658,2015
92376,45860,2015
92377,78777,2015
92378,48889,2015
92382,58304,2015
92384,31429,2015
92385,94286,2015
92386,41783,2015
92389,22188,2015
92391,37601,2015
92392,59547,2015
92394,54530,2015
92395,41041,2015
92397,79628,2015
92398,53718,2015
92399,60779,2015
92401,15047,2015
92404,36300,2015
92405,43756,2015
92407,55706,2015
92408,35462,2015
92410,30538,2015
92411,32508,2015
92501,49694,2015
92503,60347,2015
92504,56402,2015
92505,58758,2015
92506,80378,2015
92507,41807,2015
92508,97132,2015
92509,57039,2015
92518,69438,2015
92530,51619,2015
92532,85639,2015
92536,50401,2015
92539,43438,2015
92543,28346,2015
92544,46292,2015
92545,40748,2015
92548,39530,2015
92549,55495,2015
92551,57364,2015
92553,43730,2015
92555,75098,2015
92557,60901,2015
92561,79809,2015
92562,84359,2015
92563,80033,2015
92567,63021,2015
92570,42603,2015
92571,51870,2015
92582,58765,2015
92583,43014,2015
92584,73422,2015
92585,62679,2015
92586,36092,2015
92587,70629,2015
92590,41449,2015
92591,67731,2015
92592,86043,2015
92595,64326,2015
92596,82554,2015
92602,105587,2015
92603,128466,2015
92604,88242,2015
92606,91777,2015
92610,122694,2015
92612,71544,2015
92614,94442,2015
92617,31750,2015
92618,88823,2015
92620,107841,2015
92624,74223,2015
92625,112727,2015
92626,75674,2015
92627,58445,2015
92629,85068,2015
92630,85419,2015
92637,34789,2015
92646,85551,2015
92647,74579,2015
92648,82858,2015
92649,82859,2015
92651,99893,2015
92653,87131,2015
92655,46893,2015
92656,97807,2015
92657,155579,2015
92660,113054,2015
92661,101324,2015
92662,83929,2015
92663,89927,2015
92672,75392,2015
92673,118183,2015
92675,73373,2015
92676,96429,2015
92677,100480,2015
92678,152250,2015
92679,138826,2015
92683,56725,2015
92688,100388,2015
92691,95389,2015
92692,98022,2015
92694,133000,2015
92701,44846,2015
92703,54581,2015
92704,58186,2015
92705,80048,2015
92706,60574,2015
92707,60447,2015
92708,81250,2015
92780,64824,2015
92782,103802,2015
92801,47348,2015
92802,52289,2015
92804,53080,2015
92805,52557,2015
92806,58116,2015
92807,94165,2015
92808,106892,2015
92821,80023,2015
92823,126154,2015
92831,63653,2015
92832,58443,2015
92833,70388,2015
92835,96250,2015
92840,62558,2015
92841,57790,2015
92843,51966,2015
92844,50595,2015
92845,89768,2015
92860,84691,2015
92861,150918,2015
92865,76781,2015
92866,60376,2015
92867,81277,2015
92868,70888,2015
92869,94545,2015
92870,78923,2015
92879,65460,2015
92880,105788,2015
92881,98848,2015
92882,75408,2015
92883,97460,2015
92886,105448,2015
92887,130449,2015
93001,51108,2015
93003,70866,2015
93004,73863,2015
93010,83163,2015
93012,90264,2015
93013,71702,2015
93015,63844,2015
93021,103214,2015
93022,72031,2015
93023,68051,2015
93030,52346,2015
93033,53755,2015
93035,83512,2015
93036,64563,2015
93040,46375,2015
93041,52275,2015
93042,,2015
93043,,2015
93060,54225,2015
93063,84813,2015
93064,,2015
93065,93898,2015
93066,97163,2015
93067,43533,2015
93101,51021,2015
93103,67845,2015
93105,73673,2015
93108,110519,2015
93109,79908,2015
93110,75090,2015
93111,93810,2015
93117,56719,2015
93201,26350,2015
93202,41584,2015
93203,30204,2015
93204,29183,2015
93205,21789,2015
93206,41154,2015
93207,17411,2015
93208,9604,2015
93210,48232,2015
93212,31452,2015
93215,37132,2015
93218,46607,2015
93219,25293,2015
93220,,2015
93221,48670,2015
93222,44593,2015
93223,32861,2015
93224,51094,2015
93225,55330,2015
93226,44479,2015
93230,53929,2015
93234,23705,2015
93235,36543,2015
93238,59417,2015
93239,37794,2015
93240,24611,2015
93241,34248,2015
93242,45760,2015
93243,60753,2015
93244,46042,2015
93245,55620,2015
93247,35016,2015
93249,31111,2015
93250,35698,2015
93251,57000,2015
93252,32143,2015
93254,44265,2015
93255,37292,2015
93256,27383,2015
93257,39291,2015
93258,28482,2015
93260,23333,2015
93261,29213,2015
93262,,2015
93263,39466,2015
93265,54625,2015
93266,40341,2015
93267,31349,2015
93268,42111,2015
93270,31694,2015
93271,63802,2015
93272,44667,2015
93274,45029,2015
93276,43125,2015
93277,54284,2015
93280,40117,2015
93283,31487,2015
93285,30576,2015
93286,36394,2015
93287,62500,2015
93291,52503,2015
93292,53281,2015
93301,33787,2015
93304,36692,2015
93305,36340,2015
93306,50451,2015
93307,34243,2015
93308,44102,2015
93309,47567,2015
93311,84848,2015
93312,88350,2015
93313,60393,2015
93314,94751,2015
93401,54305,2015
93402,57734,2015
93405,37643,2015
93410,,2015
93420,67629,2015
93422,68934,2015
93424,65398,2015
93426,62391,2015
93427,66727,2015
93428,75106,2015
93429,38750,2015
93430,58043,2015
93432,58193,2015
93433,47841,2015
93434,44407,2015
93436,52864,2015
93437,56139,2015
93440,72083,2015
93441,76563,2015
93442,52850,2015
93444,62470,2015
93445,36984,2015
93446,60853,2015
93449,65682,2015
93450,50272,2015
93451,59375,2015
93452,44063,2015
93453,42885,2015
93454,51257,2015
93455,69453,2015
93458,47332,2015
93460,102232,2015
93461,65491,2015
93463,68654,2015
93465,86635,2015
93501,29765,2015
93505,54246,2015
93510,87591,2015
93512,10774,2015
93513,62396,2015
93514,56470,2015
93516,36446,2015
93517,58068,2015
93518,44141,2015
93519,18719,2015
93522,33929,2015
93523,55539,2015
93524,,2015
93526,50833,2015
93527,52667,2015
93528,31146,2015
93529,25570,2015
93530,45208,2015
93531,106875,2015
93532,66838,2015
93534,36323,2015
93535,45781,2015
93536,72232,2015
93541,49865,2015
93543,52490,2015
93544,53450,2015
93545,34946,2015
93546,64875,2015
93549,44620,2015
93550,40649,2015
93551,79357,2015
93552,57766,2015
93553,57202,2015
93554,27778,2015
93555,60530,2015
93558,46776,2015
93560,54924,2015
93561,56390,2015
93562,32311,2015
93563,110139,2015
93591,44786,2015
93592,15347,2015
93601,56638,2015
93602,65864,2015
93603,21382,2015
93604,70074,2015
93605,84583,2015
93606,39615,2015
93608,21172,2015
93609,42823,2015
93610,42753,2015
93611,80822,2015
93612,39609,2015
93614,63031,2015
93615,33209,2015
93616,43831,2015
93618,40875,2015
93619,107053,2015
93620,37104,2015
93621,22083,2015
93622,31294,2015
93623,,2015
93624,31797,2015
93625,50200,2015
93626,33000,2015
93627,,2015
93628,64096,2015
93630,44820,2015
93631,58910,2015
93633,95799,2015
93634,128375,2015
93635,51094,2015
93636,71992,2015
93637,48983,2015
93638,39711,2015
93640,25886,2015
93641,27174,2015
93643,50033,2015
93644,45261,2015
93645,74327,2015
93646,27612,2015
93647,35646,2015
93648,36649,2015
93650,27072,2015
93651,92596,2015
93652,38333,2015
93653,48813,2015
93654,50250,2015
93656,40045,2015
93657,50612,2015
93660,26033,2015
93662,43760,2015
93664,83750,2015
93665,27786,2015
93666,30625,2015
93667,61357,2015
93668,25852,2015
93669,-2500,2015
93673,39375,2015
93675,44779,2015
93701,20253,2015
93702,28881,2015
93703,31545,2015
93704,50564,2015
93705,34264,2015
93706,28100,2015
93710,44012,2015
93711,69961,2015
93720,78231,2015
93721,20718,2015
93722,56594,2015
93723,62442,2015
93725,38198,2015
93726,36191,2015
93727,44773,2015
93728,32462,2015
93730,115524,2015
93901,51035,2015
93905,40211,2015
93906,57837,2015
93907,74523,2015
93908,113750,2015
93920,52250,2015
93921,76567,2015
93923,92244,2015
93924,82921,2015
93925,53462,2015
93926,52654,2015
93927,54105,2015
93928,77560,2015
93930,54899,2015
93932,93750,2015
93933,53318,2015
93940,65314,2015
93943,,2015
93950,70211,2015
93953,119663,2015
93954,38125,2015
93955,58243,2015
93960,54263,2015
93962,73287,2015
94002,100125,2015
94005,79129,2015
94010,100528,2015
94014,70689,2015
94015,78609,2015
94019,98036,2015
94020,135481,2015
94021,89083,2015
94022,156526,2015
94024,166125,2015
94025,111154,2015
94027,240833,2015
94028,162727,2015
94030,83992,2015
94037,140408,2015
94038,104219,2015
94040,93517,2015
94041,85724,2015
94043,91760,2015
94044,93469,2015
94060,89886,2015
94061,74097,2015
94062,121658,2015
94063,52220,2015
94065,131897,2015
94066,77509,2015
94070,119777,2015
94074,86705,2015
94080,75717,2015
94085,88324,2015
94086,91233,2015
94087,105848,2015
94089,81631,2015
94102,22159,2015
94103,42801,2015
94104,25568,2015
94105,120257,2015
94107,113974,2015
94108,33191,2015
94109,58106,2015
94110,76963,2015
94111,92446,2015
94112,72467,2015
94114,111815,2015
94115,72429,2015
94116,83657,2015
94117,85151,2015
94118,74967,2015
94121,77612,2015
94122,79441,2015
94123,104485,2015
94124,46025,2015
94127,138003,2015
94128,,2015
94129,118110,2015
94130,35417,2015
94131,92755,2015
94132,69560,2015
94133,50378,2015
94134,57075,2015
94158,68214,2015
94301,135817,2015
94303,73895,2015
94304,101316,2015
94305,60682,2015
94306,112230,2015
94401,72452,2015
94402,109093,2015
94403,89205,2015
94404,112271,2015
94501,69572,2015
94502,113650,2015
94503,83176,2015
94505,102328,2015
94506,166335,2015
94507,150457,2015
94508,66912,2015
94509,55018,2015
94510,90539,2015
94511,30409,2015
94512,95521,2015
94513,87486,2015
94514,70783,2015
94515,56786,2015
94516,85833,2015
94517,124042,2015
94518,71770,2015
94519,70773,2015
94520,46565,2015
94521,79040,2015
94523,79128,2015
94525,76278,2015
94526,121462,2015
94528,153860,2015
94530,83472,2015
94531,93113,2015
94533,57469,2015
94534,97934,2015
94535,56667,2015
94536,84840,2015
94538,81408,2015
94539,138578,2015
94541,54943,2015
94542,84649,2015
94544,61291,2015
94545,67975,2015
94546,72128,2015
94547,94653,2015
94548,61875,2015
94549,132802,2015
94550,101448,2015
94551,93427,2015
94552,134256,2015
94553,73426,2015
94555,108791,2015
94556,123974,2015
94558,69783,2015
94559,58808,2015
94560,81777,2015
94561,77435,2015
94563,157400,2015
94564,80042,2015
94565,55614,2015
94566,118306,2015
94567,56420,2015
94568,111545,2015
94569,91429,2015
94571,57599,2015
94572,65984,2015
94573,59783,2015
94574,79806,2015
94575,,2015
94576,71250,2015
94577,62539,2015
94578,52512,2015
94579,66489,2015
94580,70208,2015
94582,135818,2015
94583,115551,2015
94585,71050,2015
94586,74375,2015
94587,82634,2015
94588,120432,2015
94589,59967,2015
94590,43944,2015
94591,76019,2015
94592,72917,2015
94595,61209,2015
94596,79181,2015
94597,83036,2015
94598,117229,2015
94599,68889,2015
94601,36949,2015
94602,71213,2015
94603,39045,2015
94605,54210,2015
94606,37985,2015
94607,34091,2015
94608,52934,2015
94609,47049,2015
94610,71656,2015
94611,100667,2015
94612,26213,2015
94613,,2015
94618,113523,2015
94619,73938,2015
94621,32628,2015
94702,55581,2015
94703,52000,2015
94704,33066,2015
94705,90645,2015
94706,73330,2015
94707,129688,2015
94708,140863,2015
94709,56670,2015
94710,45125,2015
94720,24010,2015
94801,42636,2015
94803,71626,2015
94804,50346,2015
94805,63507,2015
94806,52354,2015
94850,,2015
94901,70296,2015
94903,82631,2015
94904,98638,2015
94920,138068,2015
94922,29955,2015
94923,74563,2015
94924,65341,2015
94925,106541,2015
94928,56988,2015
94929,153490,2015
94930,99015,2015
94931,64670,2015
94933,74309,2015
94937,52798,2015
94938,90167,2015
94939,91408,2015
94940,35156,2015
94941,105935,2015
94945,82380,2015
94946,128125,2015
94947,81889,2015
94949,81505,2015
94950,-2500,2015
94951,95272,2015
94952,75666,2015
94954,77022,2015
94956,76204,2015
94957,127417,2015
94960,104802,2015
94963,103807,2015
94964,79183,2015
94965,92781,2015
94970,79402,2015
94971,101111,2015
94972,125511,2015
94973,87604,2015
95002,83203,2015
95003,78492,2015
95004,84038,2015
95005,87750,2015
95006,83513,2015
95007,103368,2015
95008,81717,2015
95010,49511,2015
95012,50858,2015
95013,,2015
95014,122600,2015
95017,76250,2015
95018,71555,2015
95019,37107,2015
95020,78428,2015
95023,65278,2015
95030,145833,2015
95032,118713,2015
95033,121563,2015
95035,94608,2015
95037,94510,2015
95039,54457,2015
95041,52045,2015
95043,60500,2015
95045,63750,2015
95046,71928,2015
95050,62921,2015
95051,96065,2015
95053,,2015
95054,115344,2015
95060,64330,2015
95062,60632,2015
95064,50170,2015
95065,79949,2015
95066,108750,2015
95070,153563,2015
95073,70091,2015
95075,77500,2015
95076,54586,2015
95110,65212,2015
95111,61411,2015
95112,48364,2015
95113,46313,2015
95116,48283,2015
95117,64009,2015
95118,84077,2015
95119,113584,2015
95120,145429,2015
95121,82745,2015
95122,55476,2015
95123,83949,2015
95124,104794,2015
95125,89394,2015
95126,67760,2015
95127,66526,2015
95128,61728,2015
95129,102682,2015
95130,95965,2015
95131,104694,2015
95132,91625,2015
95133,73431,2015
95134,101539,2015
95135,111797,2015
95136,85864,2015
95138,139779,2015
95139,90476,2015
95140,58750,2015
95148,106299,2015
95202,14452,2015
95203,38600,2015
95204,45935,2015
95205,31747,2015
95206,46465,2015
95207,39973,2015
95209,73622,2015
95210,41901,2015
95211,,2015
95212,61940,2015
95215,44830,2015
95219,75088,2015
95220,52386,2015
95222,50401,2015
95223,53023,2015
95224,24265,2015
95225,60938,2015
95226,,2015
95227,104583,2015
95228,63289,2015
95230,34667,2015
95231,42128,2015
95232,51838,2015
95233,11731,2015
95234,,2015
95236,69359,2015
95237,41486,2015
95240,40871,2015
95242,68042,2015
95245,60143,2015
95246,46929,2015
95247,51349,2015
95248,22386,2015
95249,37926,2015
95250,,2015
95251,75760,2015
95252,70048,2015
95254,47010,2015
95255,38909,2015
95257,41914,2015
95258,65612,2015
95301,45550,2015
95303,58250,2015
95304,73684,2015
95305,12303,2015
95306,26389,2015
95307,45749,2015
95310,38500,2015
95311,36603,2015
95312,74250,2015
95313,34919,2015
95314,,2015
95315,49704,2015
95316,66324,2015
95317,33636,2015
95318,70272,2015
95319,25516,2015
95320,57143,2015
95321,49369,2015
95322,44758,2015
95323,54688,2015
95324,54014,2015
95325,,2015
95326,54938,2015
95327,35995,2015
95328,36779,2015
95329,78333,2015
95330,64758,2015
95333,39531,2015
95334,45307,2015
95335,75907,2015
95336,56835,2015
95337,65427,2015
95338,49899,2015
95340,47554,2015
95341,32690,2015
95345,29583,2015
95346,49333,2015
95348,43821,2015
95350,45036,2015
95351,31913,2015
95354,37659,2015
95355,56262,2015
95356,62657,2015
95357,54982,2015
95358,49345,2015
95360,47478,2015
