Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
92629,2023,,,,
92629,2023,,,,
92629,2023,,,,
92629,2023,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2014,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2015,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2016,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2017,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2018,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2019,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2020,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2021,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2022,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92649,2023,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2014,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2015,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2016,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2017,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2018,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2019,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2020,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2021,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2022,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92618,2023,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2014,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2015,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2016,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2017,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2018,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2019,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2020,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2021,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2022,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92614,2023,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2022,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2023,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2014,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2015,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2016,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2017,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2018,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2019,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2020,,,,
92704,2021,,,,
92704,2021,,,,
92704,2021,,,,
